Company,"PNP ID","Approved On Date"
Tencent,TEN,2017-06-20
"VRstudios, Inc.",VRS,2017-06-22
"Extreme Engineering Solutions, Inc.",XES,2017-06-22
NewTek,NTK,2017-06-22
"BlueBox Video Limited",BBV,2017-06-22
"Televés, S.A.",TEV,2017-06-22
"Avatron Software Inc.",AVS,2017-08-23
"Positivo Tecnologia S.A.",POS,2017-09-01
"VRgineers, Inc.",VRG,2017-09-07
"Noritake Itron Corporation",NRI,2017-11-13
"Matrix Orbital Corporation",MOC,2017-11-13
"Elegant Invention",EIN,2018-03-29
"Immersive Audio Technologies France",IMF,2018-03-29
"Lightspace Technologies",LSP,2018-03-29
"PixelNext Inc",PXN,2018-03-29
"VRSHOW Technology Limited",TSW,2018-03-29
"SONOVE GmbH",SNV,2018-03-29
"Silex Inside",SXI,2018-03-29
"Huawei Technologies Co., Inc.",HWV,2018-04-25
"Varjo Technologies",VRT,2017-11-17
"Japan E.M.Solutions Co., Ltd.",JEM,2018-05-24
"QD Laser, Inc.",QDL,2018-05-31
"VADATECH INC",VAT,2018-07-09
"Medicaroid Corporation",MCJ,2018-08-20
"Razer Taiwan Co. Ltd.",RZR,2018-08-20
"GIGA-BYTE TECHNOLOGY CO., LTD.",GBT,2018-09-05
"Kontron GmbH",KOM,2018-09-05
"Convergent Engineering, Inc.",CIE,2018-09-05
"WyreStorm Technologies LLC",WYR,2018-09-05
"Astro HQ LLC",AHQ,2018-09-05
"QSC, LLC",QSC,2019-01-18
"Dimension Engineering LLC",DMN,2019-02-06
"Shenzhen Dlodlo Technologies Co., Ltd.",DLO,2019-04-29
"LENOVO BEIJING CO. LTD.",VLM,2019-05-21
"Cammegh Limited",CRW,2019-06-18
"Beihai Century Joint Innovation Technology Co.,Ltd",LHC,2019-09-10
"Findex, Inc.",FDX,2019-10-22
"Express Luck, Inc.",ELD,2019-10-22
"LLC SKTB “SKIT”",SKI,2019-10-22
"WOLF Advanced Technology",WLF,2019-10-22
"BILD INNOVATIVE TECHNOLOGY LLC",BLD,2019-10-22
"MIMO Monitors",MMT,2019-10-22
Icron,ICR,2019-10-22
"TECNART CO.,LTD.",PIS,2019-10-22
"Moxa Inc.",MHQ,2019-10-22
"Disguise Technologies",DSG,2019-10-22
"Comark LLC",CMK,2020-07-15
"Megapixel Visual Realty",MPV,2020-07-15
Skyworth,SKW,2020-07-15
"Meta View, Inc.",CFR,2020-07-15
MILCOTS,MLC,2020-07-15
"NZXT (PNP same EDID)_",NXT,2020-07-15
"Unicompute Technology Co., Ltd.",UTC,2020-10-19
"TECHNOGYM S.p.A.",TGW,2021-01-08
"Clover Electronics",CLR,2021-02-02
"Kyokko Communication System Co., Ltd.",KTS,2021-02-18
"Terumo Corporation",TMO,2021-02-02
"Micro-Star Int'l Co., Ltd.",CND,2021-02-17
"Newline Interactive Inc.",NWL,2020-12-03
"CORSAIR MEMORY Inc.",CRM,2021-02-05
aviica,VAV,2021-06-01
Monoprice.Inc,DMG,2021-06-04
"Shenzhen KTC Technology Group",SKG,2021-06-01
"Truly Semiconductors Ltd.",TLY,2021-06-01
"Hitevision Group",HHT,2021-03-08
"DLOGIC Ltd.",DLM,2021-06-10
"Fun Technology Innovation INC.",FUL,2021-06-10
"Guangxi Century Innovation Display Electronics Co., Ltd",IOC,2021-06-10
"ICC Intelligent Platforms GmbH",EMR,2021-06-10
"New H3C Technology Co., Ltd.",NHC,2021-06-10
"Seco S.p.A.",SCG,2021-06-10
"Silent Power Electronics GmbH",LCP,2021-06-10
"NAFASAE INDIA Pvt. Ltd",NAF,2021-06-18
"Pico Technology Inc.",PIR,2021-06-18
"Life is Style Inc.",LIS,2021-06-18
"Hansung Co., Ltd",HSN,2021-06-18
"Hubei Century Joint Innovation Technology Co.Ltd",TTR,2021-06-18
"Zake IP Holdings LLC (3B tech)",VIO,2021-06-18
"PreSonus Audio Electronics",PAE,2021-06-24
"C&T Solution Inc.",MXM,2021-07-21
VARCem,VCE,2021-07-21
"Nextorage Corporation",NXR,2021-09-21
"Netvio Ltd.",NVO,2021-09-21
"Beijing Guochengwantong Information Technology Co., Ltd.",STV,2021-09-21
"Kopin Corporation",KOP,2021-10-01
"Anker Innovations Limited",AKR,2021-12-10
"SAMPO CORPORATION",SPO,2021-12-10
"Shiftall Inc.",SFL,2021-12-31
AudioControl,AUD,2021-12-31
"Schneider Consumer Group",SCA,2022-02-08
"NOLO CO., LTD.",NVR,2022-04-08
"Riedel Communications Canada Inc.",RDL,2022-04-08
"arpara Technology Co., Ltd.",IMX,2022-04-08
Nreal,MRG,2022-04-08
"Venetex Corporation",VNX,2022-04-08
G.VISION,GVS,2022-06-17
"Galaxy Microsystems Ltd.",GXL,2022-06-17
"OZO Co.Ltd",OZD,2022-06-17
"GoUp Co.,Ltd",GUP,2022-06-24
"Eizo Technologies GmbH",ETG,2022-06-24
"Steelseries ApS",SSG,2022-09-23
"Weidmuller Interface GmbH & Co. KG",WMI,2022-09-23
"Bigscreen, Inc.",BIG,2022-09-23
"Jiangxi Jinghao Optical Co., Ltd.",OFI,2022-09-23
"EverPro Technologies Company Limited",EVP,2022-09-30
"NewCoSemi (Beijing) Technology CO.,Ltd.",NCV,2022-09-30
"LG Display",LGD,2022-09-30
"Tianma Microelectronics Ltd.",TMA,2022-10-20
"Printronix LLC",PTX,2022-10-20
Colorlight,KLT,2022-10-20
"Beck GmbH & Co. Elektronik Bauelemente KG",BCK,2022-10-20
"Shenzhen Soogeen Electronics Co., LTD.",SGN,2022-11-29
"Emotiva Audio Corp. ",EAC,2023-02-02
Delem,DLD,2023-04-05
"UNIONMAN TECHNOLOGY CO., LTD",JLK,2023-04-19
"Samsung Display Corp.",SDC,2023-04-25
"KOGAN AUSTRALIA PTY LTD",KGN,2023-05-09
"Brainlab AG",BRL,2023-05-16
"Lincoln Technology Solutions",LNC,2023-05-24
"Norxe AS",NXE,2023-06-07
"Avocor Technologies USA, Inc",ATU,2023-06-07
"HONOR Device Co., Ltd.",HNM,2023-06-07
VITEC,VVI,2023-06-12
"Dixon Technologies (India) Limited",DXN,2023-07-31
"China Star Optoelectronics Technology Co., Ltd",CSW,2023-08-02
RODE,OMG,2023-08-03
AVARRO,RRO,2023-08-07
"InfoVision Optoelectronics (Kunshan) Co.,Ltd China",IVO,2023-09-01
"Moore Threads Virtual Display",MTT,2023-09-11
"Lumens Digital Optics Inc.",LMS,2023-10-04
"LUMINO Licht Elektronik GmbH",LLT,2023-11-07
"Reonel Oy",RNL,2024-01-04
DemoPad Software Ltd,DEM,2024-01-04
"TeamViewer Germany GmbH",TMV,2024-01-04
"Pixio USA",PXO,2024-02-14
"ELARABY COMPANY FOR ENGINEERING INDUSTRIES",EEI,2024-02-14
"Maxnerva Technology Services Limited",MNS,2024-02-14
"Somnium Space Ltd.",SMN,2024-02-29
"Raspberry PI",RPL,2024-05-07
"DEIF A/S",DEF,2024-05-10
"Moka International limited",MOK,2024-05-23
"Shure Inc.",SHU,2024-06-13
"Indicates an identity defined by CTS/DID Standards other than EDID",CID,2024-06-28
"Daten Tecnologia",DTM,2024-06-15
"LABAU Technology Corp.",LBC,2024-08-05
"Xiaomi Corporation",XMI,2024-08-05
"Airdrop Gaming LLC",ADG,2024-09-03
"Ugreen Group Ltd.",UGR,2025-01-28
"Barnfind Technologies",BFT,2025-01-28
